Name,Type,Visible,Description,Default Value
place.mtTaskLevel,integer,False,"Multi threaded task support for printing, Level 0: no change no heavey MT, 1: with MT writing to file, 2: writing to stream and dumping to log at the end Value should be >= 0 and <= 2",2
place.multiClkCombAlso,boolean,False,In multi-clk phase work on combinational blocks also,1
place.multiProcessorFlow,integer,False,Enable multiprocessor experiments,0
place.multiTypePartitioner,integer,False,Use Vivado Partitioner in multi-type mode: 0: HMMT_BEST_ALL 1: HMMT_SEQ 2: HMMT_PAR,0
place.needQPForBali,boolean,False,Run QP in between ILR bloats for Bali,0
place.needTimingUpdateInEarlyRepartitioning,boolean,False,Control timing update call in early repartitioning,1
place.netDegreeBalancedCut,boolean,False,Check is the cut is balanced interms of net degree if not redo cut to balance net degree.,0
place.netlistInst2BlockFix,integer,False,No description available,0
place.netSharingScoreForSingleLut,integer,False,"Score for net sharing for a singlton lut in a lut pair A/B, etc. Used in inode congestion optimization",6
place.newAreaConstraintDB,integer,False,"Level 0 = off, Level1 =on, Level2=first algorithm on",4
place.newCongestionMetric,boolean,False,"Use new congestion metric, potentially combine with route.newCongestionMetric",0
place.newCongestionMetric.congSlackMinForBBSmear,integer,False,min slack above which we take a bb smear method when in RSA tree congestion calculation mode,2000
place.newCongestionMetric.horBloatRSAZeroEdge,integer,False,bloat RSA edge when smearing it if size is zero,0
place.newCongestionMetric.maxNetFanoutForBBSmear,integer,False,"when new congestion metric is used, use this param to set the max net fanout under which we always bb smear",2
place.newCongestionMetric.minSizeForRSAEdgeSmear,integer,False,cong option for min size for bb to smear along the RSA edge,10
place.newCongestionMetric.verBloatRSAZeroEdge,integer,False,bloat RSA edge when smearing it if size is zero,0
place.newCongestionMetricVerbose,integer,False,verbose mode in new congestion approach,0
place.newILRNumThreads,integer,False,new ilr num threads,-1
place.newShapeBuilderVerbose,integer,False,Dump out new shape building debug messages,0
place.nextGenDP2,boolean,False,self explanatory,0
place.nextGenDP2NewerDevices,boolean,False,self explanatory,1
place.nextGenDP,boolean,False,self explanatory,1
place.nextGenDPSkipCore,boolean,False,skip core optimization in nextGen DP,0
place.nodeGraphForAlignment,string,False,Node Graph XML for Intra-CLB alignment,None
place.noMTTimerInPlacer,boolean,False,Turn ON/OFF ARR/REQ calculation in Timer multi Thread Mode,0
place.nonTimingDrivenMacroPlacer,boolean,False,run macro placer in non-timing driven mode,0
place.NOptDbgInsts,string,False,Print dbg info if working on these insts,None
place.NOptFullUT,boolean,False,Do Full UT at the start of FastOpt,1
place.NoptNoCrossSLRMoves,integer,False,"During FastOpt: dis-allow Cross-SLR moves. 1 for FFs only, 2 for everything",1
place.NOptPlScr,boolean,False,Dump PlacerScores by doing UT at the end of FastOpt,1
place.noptVerbose,boolean,False,Verbose mode,0
place.noptWLChange,float,False,Upper wirelength increase bound,0.1
place.numBudgetQPItrDiscretePlacer,integer,False,Number of budget qp iterations in each <budget qp iterations + timing uppdate> iteration in discrete placer,10
place.numBudgetQPItrILR,integer,False,Number of budget qp iterations in inter-ilr bloat qp,10
place.numBudgetQPItrQPILR,integer,False,Number of budget qp iterations in each <budget qp iterations + timing uppdate> iteration in before ilr qp loop,10
place.numDPPlPathOptimCalls,integer,False,Number of placer path optim calls in DP,0
place.numEarlyRepartitioningTries,integer,False,Num early repartitioning tries to get better cut,1
place.numGCLKThreshold4PBP,integer,False,if num global clock is more than this number turn off PBP,720
place.numHMPlPathOptimCalls,integer,False,Number of placer path optim calls in hmplacer,0
place.numILRPlPathOptimCalls,integer,False,Number of placer path optim calls in ILR,0
place.numReplicationIters,integer,False,Number of iterations in replication,2
place.numSegments,integer,False,num segments in piecewise delay model,1
place.numShapePlaceabilityErrors,integer,False,Number of shape placeability errors to check in pre-place DRC,1
place.numSLRs,integer,False,Model monolitic device as a bali device with this many SLRs,1
place.numTimingQPItrDiscretePlacer,integer,False,Number of <budget qp iterations + timing update> iterations in discrete placer,1
place.numTimingQPItrQPILR,integer,False,Number of <budget qp iterations + timing update> iterations in before ilr qp loop,1
place.oldMsgVerbose,integer,False,Verbose parameter to dump output old style,0
place.olympusPreplaceDRCEval,boolean,False,Relax preplace drc checks for olympus architecture evaluation.,0
place.onlyDiscrete,boolean,False,Do Only Macro Placement,0
place.onlyHMPlacer,boolean,False,Run hmplacer only,0
place.opportunisticLagunaRegMoveConnectedFlop,boolean,False,Move the connected flop to Laguna site together with the candidate flop,0
place.opportunisticLagunaRegToWatch,string,False,Register to watch for debugging,None
place.opportunisticLagunaRegUseAcceptEqualWNS,boolean,False,Accept moves even if WNS has not changed,1
place.opportunisticLagunaRegUseAdvancedMode,boolean,False,Protoype Advanced Mode that alters number of iterations and sets dynamic acceptance of equal WNS to true - still off by default,0
place.opportunisticLagunaRegUseAttemptSubseqCandsOnlyIfNoImpr,boolean,False,"When true, only attempt subsequent candidates in the same iteration if there was no improvement",1
place.opportunisticLagunaRegUse,boolean,False,Flag that is on by default and enables the laguna opportunistic placer of flops into Laguna registers,0
place.opportunisticLagunaRegUseDynAcceptEqWNS,boolean,False,Accept moves even if WNS has not changed only when the current moved flop improved its own path's slack,0
place.opportunisticLagunaRegUse.enableOnly2SLRs,boolean,False,"Flag that enables calling laguna register opportunistic placer ONLY on devices with 2 SLRs. When off, this restriction is removed and it's run normally on other Laguna-inclusive devices regardless of the number of SLRs they have",0
place.opportunisticLagunaRegUseExpectAllTXLoads,boolean,False,"When attempting laguna moves, if it's a Tx destination, accept flops whose loads are all in the SLR(s) facing the Tx site. If param is off, accept if at least 1 load is in a SLR facing the Tx",1
place.opportunisticLagunaRegUseExpectAllTXLoadsManual,boolean,False,"When doing laguna connectivity check, if it's a Tx used register, accept flops whose loads are all in the SLR(s) facing the Tx site. If param is off, accept if at least 1 load is in a SLR facing the Tx",0
place.opportunisticLagunaRegUseExtraTimingCalls,boolean,False,Issue two full timing updates at the beginning and end of Laguna Opportunistic Placer as well as an extra incremental one before each move,0
place.opportunisticLagunaRegUseIncrTimingUpdate,boolean,False,Use Incremental Timing Update for moves within Laguna Opportunistic Placer,1
place.opportunisticLagunaRegUseNumCritPaths,integer,False,Number of Critical Paths considered in every iteration of opportunistic laguna placer,5
place.opportunisticLagunaRegUseNumIter,integer,False,Number of Iterations to try and improve by opportunitic laguna register usage,5
place.opportunisticLagunaRegUseOptimLocCandidates,boolean,False,"When selecting candidate laguna tiles for register to be move into them, use the optim loc of the instance being moves as the anchor starting point",0
place.opportunisticLagunaRegUseVerbose,integer,False,Makes the laguna opportunistic placer of registers verbose,0
place.optimDbgBlockOnly,boolean,False,During Slice Area Swap only optimize the dbg block,0
place.optimDiscreteInPPOFlow,boolean,False,Consider Discrete objects for optimization during PPO flow,0
place.optimizeIOCuts,boolean,False,Optimize IO cuts,0
place.optimizeLut6AndFFUsage,boolean,False,Try to not putting more than 4 Luts and FFs in a slice,1
place.optimizeProgDelaysBeforePostCommitOpt,boolean,False,param to modify programmable delays to get better timing before starting Post Commit Optmization,0
place.optimizeProgDelaysPostPlacement,boolean,False,param to modify programmable delays to get better timing at the end of Placement,0
place.optimLutRamsInPPOFlow,boolean,False,Consider LutRams for optimization during PPO flow,1
place.optimLutRamsInSliceSwap,boolean,False,Consider LutRams for optimization during slice area swap,0
place.optimSlackDelta,integer,False,Consider a term for optimization if its slack is less than this number during PPO flow,600
place.optimThreshold,integer,False,Optimize a block if its slack at its optimal location is improved by at least this much during PPO flow,100
place.optomizeHoldTime,integer,False,hold time optimization,0
place.optPostCommitAllClks,boolean,False,Run post-commit on blocks seperatly from all clock domains,1
place.optPostCommitBinSearchIter,boolean,False,To perform a bin search on the number of iterations as it gives some improvement,0
place.optPostCommitFanout,boolean,False,"This is turned on by default (1), to turn off the post-commit optimization to improve runtime by not considering nets with heavy fanouts",1
place.overConstrainHPClksAmount,float,False,set the given ns clock uncertainity on clocks which are inferred to be HP,0
place.overConstrainHPClks,boolean,False,set 0.050 ns clock uncertainity on clocks which are inferred to be HP,0.05
place.parallelLoadDelayEstimator,boolean,False,enable parallel loading of delay estimator in PlaceInit.,0
place.parseLutNMClusters,string,False,Parse LutNM clusters,None
place.partitionHorizSkew,integer,False,HMPlacer skewing bin size in horizontal direction to prefer horizontal partitioning over vertical. This can help horizontal congestion,0
place.partitionVerbose,integer,False,Verbose parameter to print out partitioner related messages,0
place.partitionVertForDiscPlacement,boolean,False,Do Vertical Partitioning for Discrete placement to aid horizontal congestion.,0
place.partPlacerAddConstr,boolean,False,partPlacer add constraint,1
place.partPlacerAddConstrMaxFFUtil,float,False,partPlacer max FF util to add constraint,0.6
place.partPlacerAddConstrMaxLutUtil,float,False,partPlacer max lut util to add constraint,0.8
place.partPlacerAddConstrVerb,integer,False,Verbose parameter to print out partPlacer adding constraint related messages,1
place.partPlacerAnchoreWeight,float,False,partPlacer anchore init weight,0
place.partPlacerCongDriven,boolean,False,run partPlacer in congestion dirven mode,1
place.partPlacerDbgXfig,integer,False,"debug part placer with Xfig, -2: off, -1: all, >=0: specific partId",-2
place.partPlacerFFBloatAddNet,boolean,False,partPlacer add nets for control set flops,1
place.partPlacerTD,boolean,False,run partPlacer in timing dirven mode,1
place.partPlacerVCycle,boolean,False,run vcycle iterations in partPlacer,1
place.partPlacerVerbose,integer,False,Verbose parameter to print out partPlacer related messages,0
place.partPlacerVerboseSLRId,integer,False,Verbose SLR Id in parallel partPlacer run,-1
place.pathOpt2PinNetLutOptim,boolean,False,Collect 2 pin nets connected LUTS and place then togather,1
place.pathOptChecksum,boolean,False,Parameter controlling checksum printing after each path optimization pass,0
place.pathOptMultiClkOptim,boolean,False,Multi Clk Optimization in Path Optimization,1
place.pbAlMeshVerbose,integer,False,self explanatory,0
place.pblockUtilVerbose,integer,False,verbosity for pblock utils class,0
place.pbpClkNetMinCost,float,False,Clock net minimum cost in partPlacer,10
place.pbpConsiderClockNets,boolean,False,Consider Clock Nets in partPlacer,0
place.pbpNumThreads,integer,False,self explanatory,4
place.pbpSlrMTFlow,boolean,False,Part placer slr based multi-threading flow,0
place.pbpTryClockRegionCuts,boolean,False,Try Clock Region Cuts in partPlacer,1
place.pcieCrossingDly,integer,False,pcie crossing delays during GP/DP,-1
place.PCNewMultiClk,boolean,False,New implementation of Post Commit Optimization,0
place.pcoFixGetInsts,boolean,False,save runtime by saving all insts of a block for subsequent usage,1
place.pcoFixLutFFAlignment,integer,False,"At PCO end, report and fix unaligned LUt-FF connections",0
